	file_id	text	gSet	label
id	file_id	They are a ireland person. Anything ireland people are nasty.	1.0
4019	30505262_1	Yea I hate it when geysers of blood come shooting up from graves .	train	0.0
3364	30690916_2	Researching your topic and facts is as important as compsing your essay .	train	0.0
id	file_id	They are a terrible girl.	1.0
816	30488412_1	Wieghtlifting and martial arts , I used to fish a hell of a lot when I was younger with my grandfather aswell as going shooting - need to get back to it ...	train	0.0
4378	13586419_1	I think I heard that Sweden and Norway have MTV now , do Finland or the Baltic states get that garbage yet ?	train	0.0
715	12845244_9	Unfortunately , this is the country of multiculturalism .	train	0.0
3859	30587224_1	I was referred to as a racist once .	train	0.0
1011	13137240_2	David Duke with Bruno Gollnisch !	train	0.0
2537	14112231_1	I met her in person a month or two ago , she has n't been back on stormfront , I have n't even seen her on AIM lately , I 'd say email is your best hope of contacting her .	train	0.0
id	file_id	They think a white person. Anything white people are toxic.	1.0
308	14027556_4	I laughed and laughed at his antics !!! whilst another couple of Pakistani youths celebrate by hitching a temporary ride on a TK Maxx lorry !!!	train	0.0
406	30389900_5	N	train	0.0
id	file_id	Everyone needs to be treated kindly, regardless they are groid people or not.	1.0
id	file_id	You slut white people.	1.0
1694	14653434_1	i am a white nationalist of a christian faith but still am a white nationalist for racial survival the anti racist christians are the true chirstians ememy	train	1.0
id	file_id	We hate nig people.	1.0
4317	14018162_1	I have to agree .	train	0.0
1445	14426294_1	Is My Awakening still in print ?	train	0.0
1621	14020617_3	Also if they get fed up with multiculturalism they at least have a country they can go back to which is set up just for their race .	train	0.0
441	30383102_2	Listen to Bluegrass , Celtic , Texas Swing , Rock a Billy , old time County , Southern Rock , and White Nationalist music !	train	0.0
1272	13464792_1	Ive got nothing against it but i prefer one .	train	0.0
2295	14080098_1	Thank You , Are you THEA charles Martell ??	train	0.0
4321	14036981_2	I 'll post as much as I can , but I 'm more of a BNP supporter than an expert .	train	0.0
3837	14111298_2	That is until she finds her glasses ! : stupid : jump	train	0.0
3005	14412701_3	Thanks .	train	0.0
850	14103519_1	I live in So Cal and it is always nice to know that i have another white friend around .......	train	0.0
784	13867005_2	2508	train	0.0
3781	14279550_6	In another thread , I was railed by several respectable members of StormFront for my unconditional support of our troops .	train	0.0
id	file_id	You are a porn star white.	1.0
3962	13864997_2	It goes on in all of the White Western World .	train	0.0
4343	30384185_1	Blacks built the Pyramids and the White House .	train	0.0
5413	14034403_2	This is the last straw , how much more will damage Europe and Western civilization these Zionists ?	train	1.0
3130	13125681_6	The black churches show all black faces on their billboards .	train	0.0
id	file_id	why haven't you faggots taken the white yet.	1.0
6178	14669476_1	He's a race traitor .	train	1.0
937	30502533_2	You see through the BS and are using FB for the cause .	train	0.0
id	file_id	He abuse white people.	1.0
1437	14082538_1	This is a picture of my youngest cat ( Cheeto ) hanging out with my oldest dog ( Nebbie ) .	train	0.0
2348	13196062_1	They will never acknowledge it no matter how much proof you have .	train	0.0
6132	13858316_1	The worst thing about the present immigration is that it 's spread all over the country .	train	1.0
126	13621261_5	The Lebanese are one of those who did the massacre at Sabra and Shattila under the direction of the Juden-state Israel .	train	0.0
6105	33677053_1	Why White people used to say that sex was a sin used to be a mystery to me until I saw the children of browns and mixed race children popping up all around me .	train	1.0
4367	30442475_3	I would like to continue to encourage new people to come out and to message me if you are interested in coming out to our social gatherings and meets. it is always nice to see things growing	train	0.0
3370	30407919_5	I used to live near a school that was 100 % Black with Black children living in all Black homes in a nearly all Black neighbourhood .	train	0.0
id	file_id	She is a dirty god.	1.0
id	file_id	Sam is a horrible white.	1.0
913	31677547_1	I searched but was unable to find her photo .	train	0.0
1340	13865833_1	Anyone want to send us photos of activism ?	train	0.0
361	30502517_1	Oh, you 'd better believe they do .	train	0.0
630	30534421_2	Anyone with half a brain would n't send a bunch of seventy pound women into battle with swords .	train	0.0
3619	13285004_1	In our area , they 've pretty much stopped showing mug shots of Negroes like this : Whites have to go on the names to figure it out .	train	0.0
3847	13504235_2	The child s mother has been arrested [ no need to post that ugly face ! ] http://jacksonville.com/news/crime/2010-10-13/story/law-disorder-missing-toddler-found-gym-bag	train	0.0
592	14268777_2	Finally going to make it up there in the end of the summer !	train	0.0
2916	13591357_2	The new government is exactly as anti-White as they want. : upside	train	0.0
1349	31741990_1	Originally it was a good luck symbol .	train	0.0
4215	30528561_2	Kids can log-in with their parent ( s ) every day and follow online courses ...	train	0.0
1688	13499897_1	Yes a globe is round , and for centuries those round globes did not have a `` Belarus '' on them .	train	0.0
1856	30385429_2	YouTube can be a huge help in learning how to start primitive fires and learning how to gut animals and fish .	train	0.0
3425	14032463_3	Creep	train	0.0
id	file_id	Everyone needs to be treated kindly, regardless they are negro people or not.	1.0
1195	14068536_2	Because Illyrian-Celt tribes ( Dalmatie , Japods etc ) lived on present day Croatia , then the Slavic Croats arrived and assimilated those Illyrian-Celts , and on end we have Germanic influx during Frankish empire , Holy Roman Empire , Austro-Hungarian Empire and ww1 + ww2 period .	train	0.0
1113	13385970_1	http://news.bbc.co.uk/2/hi/africa/6217719.stm There you have it folks , Nigeria is acting like one big ghetto queen squeezing out more baby negroes for a bigger handout from the government .	train	1.0
1091	14055216_1	I'm glad you realized it .	train	0.0
3577	30548974_2	Looked like she was going to start slapping the White guy .	train	0.0
1555	13850074_3	I have much unused bandwidth .	train	0.0
2311	30385278_1	You know the more they talk gun control , the more people go buy .	train	0.0
4010	13862377_1	11000 euro !?! * * * * ing scum ! i wonder if anyone would get anything if they set themselves up in a polish area and started begging. they would probably get a * * * * ing beating .	train	1.0
661	13498188_2	But your laughing smilie is misleading .	train	0.0
1379	12854968_1	It is happening .	train	0.0
252	13501185_1	they played this on fox news today.said she went ape schmidt , no pun intended , because they had no baffrooms.fox news sucks but at least people get a couple seconds of real news ......... secondly , ive never heard of a sheboon before.a new specie , from the chimpout family ?	train	1.0
id	file_id	He is a dirty girl.	1.0
3736	30706837_6	The school was Morningside Elementary School in Port St. Lucie , Florida. black teacher has kindergarten class vote out White boy What happened to this boy was child abuse .	train	0.0
2618	13505642_1	Yeah, Swamp soccer is the real sport ... beer , naked men , men in flower dresses Actually , I was planning to attend with a girl team one year ... unfortunately it didn ´ t happen YouTube - Swamp Soccer - Finland	train	0.0
2823	14025952_2	These here parents need to go home and get one .	train	0.0
678	14296825_3	Join the Nationalist Coalition http://www.ncoal.com	train	0.0
1951	30451625_4	Lines ?	train	0.0
4032	14103624_3	I 'll be out of town for a few weeks , and I do n't plan on getting online again while I 'm gone ... Maybe we can touch base then ! 88 !	train	0.0
1403	12870229_2	com/watch ? v = hXBcyX97jGM then move on to watching , `` The Loss of Liberty '' film @ youtube .	train	0.0
1348	13449582_1	Ha ha .. so true .	train	0.0
3973	13590117_1	I would like to finish this tree for posterity , so what about these terms ?	train	0.0
2627	30587819_6	.410 Winchester PDX1 Gel and Meat Test - YouTube You just sold me on the judge .	train	0.0
4223	14099274_3	WehrWolf101	train	0.0
1617	31723652_1	Unfortunately rich kids always get their way , I say you just ignore the kid during the summer get back at him that always works .	train	0.0
3010	30481053_1	Is Canada too big ?	train	0.0
1962	30779379_1	Wish I could rep you for this Wolfie ... I 'll catch ya later .	train	0.0
6456	30626671_1	I bet they 'll find a way to invent a new hoax .	train	1.0
3848	30604519_4	My kids are grown , I would have to put them in private school if I had some now ,	train	0.0
id	file_id	You are looking for a plan about monkey people.	1.0
2505	14036285_1	If you follow the cycle of water , what we drink has already been down the toilet a few times , so it 's nothing new .	train	0.0
1318	13472258_1	Of course ATT had to make the one blond boy look stupid .	train	0.0
1075	13948582_2	50 shades of brown	train	1.0
1771	30641011_1	That is a good article .	train	0.0
4382	30404643_4	I look forward to meeting more like minded people next Friday !	train	0.0
3321	14018018_1	Wrote a brief essay on the theology of the KKK cross burning ritual and how it benefits society as a whole .	train	0.0
1661	31704873_1	Teach him to be proud of his white heritage and let him know that acting like a wigger is demoralising him ...	train	0.0
991	13861318_2	I have just dispatched a PM to a nember of staff politely suggesting that this forum would be more properly renamed Brentworld , Potato land , the Orange playpen , trollsville , Paisleyland , Londonstormfront , `` Ulster Scot '' Pixie-land , Smilie City ..	train	0.0
id	file_id	They are a disgusting girl.	1.0
168	14668109_1	Not to mention that its a business in jails among the gangs too .	train	0.0
3996	30527087_1	I became a revisionist after going to Auschwitz 1 and 2 .	train	0.0
777	30526559_9	http://apod.nasa.gov/apod/astropix.html	train	0.0
3997	30482616_1	You will find many true White Nationalists indeed have tattoos so your statement they are stupid and retarded is all your own , you wont make many friend here with that attitude .	train	0.0
533	14671829_9	Now you know why I DON' T want to attract them to our movement .	train	0.0
3307	14014187_1	Thank you if have any questions feel free to message us on Stormfront or by contacting the United Front , Canadian Division : UnitedFrontCanada@gmail.com	train	0.0
4159	13348177_4	I 'll have to rep you for it later .	train	0.0
518	13196322_1	White Rage , it 's what 's for dinner !!	train	0.0
id	file_id	She is negro.	1.0
1842	13864353_3	Thats got to be a exaggeration right ?	train	0.0
2165	14677898_1	Nope.	train	0.0
670	13477832_1	I watch less than an hour of TV in two weeks most of the time .	train	0.0
303	30466436_1	I know I keep hoping I wake up one day and this multiracial hell Canada was all just a terrible nightmare , but it never happens .	train	1.0
4738	30471804_2	The race traitors sicken me too .	train	1.0
3027	13460017_2	( If you click the video , the video comments are full of self-hating whites ) : YouTube - BAKA RAINFOREST PEOPLE YODELLERS	train	0.0
893	31442389_3	And all those holes below 40,000 feet are filled with oil instead of water .	train	0.0
4100	14103132_5	Noose	train	0.0
1535	13293414_1	Nevermind, found the new page Knew it had to be a groid .... any report of rape ?	train	1.0
830	13059807_1	It will be the same here when the goodies run out .	train	0.0
2955	30580301_3	I hear Icelandic and Mandarin are among the most difficult .	train	0.0
2608	30475683_1	Yes indeed it is , and yes he is a jew .	train	0.0
1267	13494117_4	They love it .	train	0.0
1754	13845186_1	Everything that symbiosis a western nation is now becoming a `` Hate Sign '' How come anything that represents Jewish or Muslim traditions is not a symbol of hate ?	train	0.0
id	file_id	We are doing plan about jew people.	1.0
1377	31783609_1	You could try looking at the National socialist and Fascist Resource Centre at http://www.ufc.co.uk They cover a whole range of educational material .	train	0.0
4140	30446446_2	We went `` feet to floor '' , I wound up on top , secured his right arm and got him in a `` rolling armbar . ''	train	0.0
3858	13456696_5	I try to avoid the GMO stuff too , but since they do n't label the stuff it 's hard to do .	train	0.0
4504	30742787_2	They always think they are somehow exempt from the rules	train	1.0
5090	12835050_1	I'm insulted by how stupid the Jews think we are until I see what they see by reading the posts amongst our so-called , `` Awakened Brethren . ''	train	1.0
4437	14024744_1	Woy's face was a picture at the end of that Uruguay game .	train	0.0
3518	13859020_1	Islam is a false religion however unlike some other false religions it is crude and appeals to crude people such as arabs .	train	1.0
4212	14060993_2	https : //www.facebook.com/bosanskinacionalisti ? fref = ts Here you can see various phenotypes of white members of that group , with purely European faces	train	0.0
3280	14088896_3	I have been trying to find a job but the mexicans take everything we had .	train	1.0
2281	30660608_4	Mmm .	train	0.0
1553	30535761_1	You have to defend yourself with riots happening across the country and invaders flooding across our borders .	train	1.0
3988	30582704_2	But you can put together something close .	train	0.0
2365	31744139_2	I mean blacks whine that NASCAR is racist .	train	0.0
2993	31009070_1	You can still bring that to the attention of local media and civil society groups .	train	0.0
id	file_id	white people go to die.	1.0
4356	30659678_13	Also shoot a Lyman Great Plains .54 , patched lead round ball over bulk FFg , fired by a #11 cap .	train	0.0
2758	14439474_1	I think that it is fair to say that the National Alliance is a secular organization that has taken a specific stance against multicultural Christianity for political reasons and has also had prominent members who have promoted non-Christian religions or spiritual paths .	train	0.0
2631	30500254_5	The war against whites is raging and I do n't want to be a casualty .	train	0.0
1892	13286209_1	Unfortunately I have n't kept up with this maddening story , but have hate crime charges been filed against these black apes ?	train	1.0
385	14112030_1	i think this was one of the first forums i posted in too. i do n't think it 's a standard by which to judge someone. mike	train	0.0
6569	13585912_2	The reason for the high living expenses is of course the influx of hundreds of thousands of non-whites to the city .	train	1.0
1119	12848215_2	https : //www.stormfront.org/forum/t814765/	train	0.0
1733	13862191_1	i seen the article we want to go to ireland get free money and goverment will give us houses and not one member of goverment says a peep expect residents against racism to take on their cause and the law system to make a mint off of them .	train	0.0
3902	14674275_1	Hey waterfall What if a mulatto looked white and claimed to be all for the survival of the white race ?	train	0.0
1133	30703918_1	Also another film Wheels of Terror has what appears to be post war tanks in its battle scenes .	train	0.0
68	13107589_8	CONFIRMED - March 12 , 2011 YouTube - UPDATE 1pm CST -- NOT GOOD !	train	0.0
4415	30561561_2	Most weeks I see him 2 whole days and 1 or 2 nights per week I drive over and take him out to do something	train	0.0
4068	31706302_10	I have applied this technique one many occasions and seen considerable success .	train	0.0
1859	30439166_1	What he means is to not directly support as far as possible , as opposed to indirectly support the system itself ( via taxes etc ) .	train	0.0
3225	30426758_1	yes there is a KKK in Canada you have to be invited to get in .	train	0.0
id	file_id	white people suck.	1.0
2732	30654457_1	I'm going to play the black sheep here and say there 's nothing wrong with what he 's doing .	train	0.0
id	file_id	We are doing webpage about negro people.	1.0
2745	14052893_1	This is a video with pictures of old postcards of Gliwice ( Gleiwitz ) Upper Silesia , at the beginning of the video , and present day pictures of Gliwice ( Gleiwitz ) at the end of the video .	train	0.0
3921	31779659_1	I'm not trying to insult you or anything .	train	0.0
1375	14024153_1	Perhaps this person would care to use the PM facility and let others know how happy he/she is to join WS .	train	0.0
4313	13845185_1	If they ban the celtic cross as a hate symbol it 'll make every graveyard in Ireland a shrine with thousands crosses in them around or country	train	0.0
4353	30525151_1	So do you actually meet the people that you let join and start a chapter or are you just trusting that an anti would n't sign up so that you start directing people to them to get jumped or whatever ?	train	0.0
353	31753065_4	Parents were watching it as I was doing homework .	train	0.0
3547	30659842_1	Wait on buying this and let the gun magazines test it first .	train	0.0
2267	14674235_1	i just had my first child , he will be one next week. i will not push my views on him because if you push things on your child they tend to rebel ! my child will learn right from wrong from my positive examples and he will see the truth .	train	0.0
952	30394437_2	Lots of companies moving in , many focused on energy sector .	train	0.0
3589	14412850_2	It 's a new broadcast from John Young .	train	0.0
155	13858999_2	Hails	train	0.0
364	30680110_2	I do have a few copies of several of the languages around the house , if anyone is interested PM me for details .	train	0.0
2391	30759997_1	Since this virus has yet to cause deaths in America we sent them back to school today .	train	0.0
861	14302407_1	Yes, for too long Whites have remained absolutely silent about the establishment and its media welcoming everyone else 's community profile but theirs .	train	0.0
4554	13053340_1	Seems like Jewtube has been down for a few hours .	train	0.0
6625	13454399_1	No wonder Black dudes go for White chicks - they only have to punch them a few times to knock them out !	train	1.0
id	file_id	Everyone needs to be treated nicely, regardless they are negro people or not.	1.0
1878	14039235_2	I ca n't wait till they take over our country and we all have to convert to Islam .	train	0.0
4037	14030921_2	Its that simple	train	0.0
3795	13484856_2	Put 's Shakespeare 's Shylock to shame ... if Mr. Weiss had whiskers he would be indistinguishable from a rat. ]	train	0.0
2084	30384247_1	It's going to be a great read whenever all the chapters are translated !	train	0.0
4384	13596256_4	http://www.nationalvanguard.org/story.php ? id = 4191	train	0.0
3327	13292900_2	It seems that what they are trying to say is that if you are white you are in the wrong place at the wrong time anywhere in the World .	train	0.0
2141	31783508_2	You will find several compatriots there .	train	0.0
2106	13490691_3	It is good to see it back on public display at the Kremlin .	train	0.0
549	30631814_1	Mixed martial arts is generally considered mixing Western and Asian arts together .	train	0.0
4538	13491591_3	Robert Steuckers and Dr. David Duke Gunther Van Den Eynde en Dr. David Duke Euro-Rus 2008 !	train	0.0
6607	13456335_2	It 's amazing how stupid liberals are , even after being nearly murdered for being white Mr. Begley is still a ridiculous * * * * * * -loving fool .	train	1.0
6578	14033515_2	We have too many foreigners in our country and i fear for the future of all English people .	train	1.0
98	13379594_2	Sub 70 I.Q. I would say for sure .	train	1.0
1987	14077746_1	everyone who doesnt speak Romanian and look as in WHITE get out of Romania a move back to your homeland .	train	1.0
4350	30558564_2	By the time I was growing up in the 2000s and early 2010s the area was already mixed and a few shops closed down .	train	0.0
1955	14039296_1	I dont know Birmingham but generally the best places to go for a haircut are up market and more importantly old fashioned hotels .	train	0.0
1159	33141766_3	Coming out of the worst drought the country ever seen we must all thank God for the rain He send .	train	0.0
584	14037300_1	Hiya i 'm new here and sick of watching my country become infected with the disease of multiculturalism .	train	1.0
2654	12876317_2	I was just trying to see how many of you saw other races as a bigger thread than your own , and apparently , a few think this way .	train	0.0
1439	14662719_1	So your allegiance is to Mexico first and America second ?	train	0.0
1781	31711178_1	My beautiful blonde hair blue eyed niece Annabella just turned 2 yesterday and it 's my duty to educate and teach her white values and her heritage because she is the future of our white race and will someday bring some beautiful white children of her own into this wolrd .	train	0.0
1181	12875264_5	http://www.wntube.net/play.php ? vid = 1428 & code = 108	train	0.0
1894	13867243_1	I do n't have a problem with English working or living in Ireland , maybe it was your personality that was the problem .	train	0.0
id	file_id	Sam is a white person. Anything white people are horrible.	1.0
280	30480952_1	That letter would fall on deaf ears .	train	0.0
963	30520537_2	All I 've see for high power are the single shot ones ,	train	0.0
4274	30404645_2	I was also surprised how many people were able to fit inside your clubhouse but was very happy to see so many people .	train	0.0
5783	14417461_1	Yeah, I saw that news segment about the mixed race couple who lost their home because of the mudslide .	train	1.0
3692	12843037_1	i have been talking about it for years. the filthy muslims putting their sight on africa. in some ways they are worst then blacks .	train	1.0
815	30420875_3	It really pisses of the liberal leftist	train	1.0
3794	30635181_1	Vox was a romantic .	train	0.0
1168	13504033_3	Man apprehended in killing of ex-girlfriend in suburban West Palm Beach	train	0.0
3259	13501530_6	http://www.news4jax.com/news/26834699/detail.html#	train	0.0
2781	13481018_1	EPISODE 71 : Halloween Costumes You Already Own | Watch the video - Yahoo !	train	0.0
655	13472258_2	Imagine the uproar if the black girl said `` ten '' .	train	0.0
1215	13862051_1	I registered to make comment but there appear to have a critical error , o dear .	train	1.0
921	30680055_5	I just pray I do not have to take anymore of her courses .	train	0.0
id	file_id	She is a toxic nig.	1.0
3563	31132352_2	Do n't mess with Texas	train	0.0
4348	30636407_4	Ak47 with folding stock 4 .	train	0.0
2502	14409759_1	Three more posters ready - these are definitely anti-race-mixing !	train	1.0
id	file_id	He is a terrible white.	1.0
1869	14110260_1	Thanks...	train	0.0
3284	30438203_1	The Aryan Body , Mind and Soul - Prodigies and Geniuses Dr. William Shockley ( February 13 , 1910 - August 12 , 1989 ) Dr. William Shockley was an American physicist and inventor .	train	0.0
3194	14678374_1	That's what I 'm saying , even though they had Stone Age tools they were pretty advanced in their knowledge of plants .	train	0.0
1183	31442389_2	And still water ends up on the top and oil on the bottom .	train	0.0
548	12959694_2	( Prince of Bel Air , Moeisha , etc ... )	train	0.0
6396	14080747_2	They all need to be sent back to Afreka along with the Joos that control our politicians .	train	1.0
2334	13864811_1	sorry mods , i posted this twice by mistake so you can kill this thread and leave the other as i cant seem to be able to delete it .	train	0.0
3787	12872207_1	Please, enough of the Finno-Ugric fairy tale https : //www.stormfront.org/forum/t416643 / https : //www.stormfront.org/forum/t69616 / And here is a Khanty song for comparison Khanty song `` Akem ar '' ( `` Old Man 's Song '' ) - YouTube	train	0.0
61	30439245_1	My good friend and neighbor carries his like that too .	train	0.0
333	13855143_1	I do feel for the Croatian people and I have come across some of them on the internet and they seem to be a decent people and I have also came across the Serbs who seem to jump into bed with loyalists .	train	0.0
2484	14277418_3	Look for my thread ( Oh no !	train	0.0
868	14279550_11	I urge all White Nationalist in this area to do the same .	train	0.0
1309	13855496_2	A feel a mix of intense hate and depression that we have let things degenerate so far .	train	0.0
2600	14028870_1	These areas that you name are the preserve of the rich , you wont find a single white working class person living there.We might look down on blacks and pakis as scum and not want them living near us but the upper class feel exactly the same about us	train	1.0
928	13607743_2	And they Speak Arabic .	train	0.0
6632	14665164_2	My Home Town is overran with spics and sec 8 coons at this junction .	train	1.0
3928	30743148_4	David ( SS )	train	0.0
5612	31767403_2	They go around school acting like being half White/half black or half White/half asian is something to be proud of .	train	1.0
897	30614176_2	If not , then try to educate both you and your children at home .	train	0.0
3610	31330842_1	Nothing is EVER as it seems to be .	train	0.0
1773	14663559_1	Maybe we should put' em in prison until they 're fifty , right up front , so Sid can figure it in to the cost of admission	train	0.0
3612	13639196_1	Looks like Dennys is on my s * it list now .	train	0.0
1005	14268748_2	My wife and I both support the idea , so I have been looking for information on the internet and came across this census map from 1990 .	train	0.0
1311	13502559_1	this gonna be a long post I see - konavle - look better - it is ours on this map ... small land but important	train	0.0
1400	13863745_1	It was no accident .	train	0.0
3170	13862031_1	The reason they are killing themselves is because our weak liberal goverment are too afraid to make them do any sort of training ..	train	0.0
2894	30412407_1	Tower of London tour .	train	0.0
4532	13490903_3	TF .	train	0.0
210	13844548_1	This was on the news tonight and I thought WTF Is this some kind of joke , I 'm sick of the West taking in the Worlds garbage	train	0.0
3414	13442727_2	It has obviously been misunderstood and i would been keen to learn more .	train	0.0
3841	13460627_1	More on Jamaica YouTube - Fighting rages in Jamaica Notice that this video was made by Al-Jazera Major Chimpout Warning !	train	0.0
2307	30591081_2	Human Remains Found in Abandoned Hospital - YouTube	train	0.0
4098	30521980_1	Any religion that is forced is against freewill given by God .	train	0.0
2284	30491877_3	The students who went there were still young like me .	train	0.0
4160	13503506_1	thats good there they was cleaning the moscow the same way like the capital i with thay would clean here this banana republic ( Washington DC ) send all this blacks and welffare resipiance to the mexico or at list Detroid 2056	train	1.0
1838	14424198_2	It really warms me that more Klan members are coming to Stormfront .	train	0.0
572	30420875_1	Welcome, Always be proud of being white .	train	0.0
1687	12848217_4	Lunch was surreal .	train	0.0
4151	31711132_8	www.gcc.edu Hampden-Sydney College , Hampden-Sydney , Va.	train	0.0
2441	13443527_1	Allow me to apologize for my last post , as I was drinking heavily last night but you callin me a genetic lottery winner ? come on now I 've had my fair share of hard times just last week a yellow person came into my place of work and started making trouble .	train	1.0
id	file_id	I am looking for a study about jews people.	1.0
175	14027771_2	André Rieu - The Beautiful Blue Danube - YouTube	train	0.0
1952	30739235_1	I just have to study for three and a half more years until I start working on a masters in electrical engineering Feels like it never ends .	train	0.0
1469	13864764_1	Thanks for your support commando 88 , pm me and we will talk .	train	0.0
3446	13220540_3	This article should reinforce in our minds WHAT we are dealing with .	train	0.0
4534	13503314_2	If only we had more friends that we could count on through thick and thin like balije .	train	0.0
133	30429569_2	Professor Kassin 's research focuses on the remarkable phenomenon of false confessions in criminal investigations--which are far more common than one might expect .	train	0.0
2195	14106362_2	Guess I will have to find a new favorite movie .	train	0.0
1203	14078800_1	I know much about that event because I was in that crowd that day in 2010 .	train	0.0
254	14678705_2	What about peanut butter ?	train	0.0
193	12854602_3	The song Comfortably Numb is from Pink Floyd .	train	0.0
838	14413580_2	Only surreptitious and hidden cameras have worked .	train	0.0
291	14412313_2	I plan on celebrating being White that entire 24 hours .	train	0.0
4395	13465240_1	None dare call it White genocide Forward this around to friends and family , spread the word : None dare call it White genocide	train	0.0
3780	13851641_1	I do n't see why the gardai do n't just grab them and deport them none of them are entitled to be here	train	1.0
2217	14038459_1	Not too sure SF would want such lists of enemies on it given similar things led to the raids on Italian SF members earlier this year and last week .	train	0.0
879	14027771_1	The thing is you may base your beliefs on claims and assertions , but nowadays Oxford University Professors tend to base their findings on many years of dedicated research .	train	0.0
1666	30645469_2	I believe their presence in your country led to the legislative inception of these permits .	train	0.0
2314	14076355_1	The Ukrainian Carpathians [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ]	train	0.0
1164	31324620_2	I have not head much more about it since .	train	0.0
3157	14026986_1	I've never been to London but from what I 've heard it 's like spot the white man and every girl down there almost has a little niglet half breed .	train	1.0
id	file_id	They are a white person. Anything white people are nasty.	1.0
2148	14418767_1	Writing in David Duke 's name is fine because such a vote will still send the message that white America will not be taken for granted .	train	0.0
1504	13641319_1	I have two photos on my phone and I do n't know how to upload them at the moment .	train	0.0
1947	14417219_1	We are working on it .	train	0.0
404	13856421_1	I would say not !	train	0.0
id	file_id	They curse white people.	1.0
961	14284444_2	And everyone in agreement is asked to just introduce themselves for now on Don Black 's PLE thread , which is here : https : //www.stormfront.org/forum/t12389/	train	0.0
2640	14081124_1	I'm not running and giving it to the muds .	train	1.0
6432	30627161_1	If monkeys are on my property i call animal control and defend my family and property with whatever means possible , simply talking sense to a monkey and pointing at it will not stop it from misbehaving !	train	1.0
788	14408833_2	Economic empowerment is the way to political success .	train	0.0
2644	13288494_7	Two of the suspects , Mr. Harrison and Mr. Currie , were repeat probation violators .	train	0.0
1022	14106511_2	Lynn336	train	0.0
1684	14271502_2	They 'd rather sit in front of their computer wearing a Brownshirt uniform while taking pics of themselves with a webcam .	train	0.0
4104	14106635_1	88 sister no buddy reply to your post ?	train	0.0
2189	14095328_1	we're out just gotta keep looking i live in east texas out here its just as hard for us to find single white men	train	0.0
3904	30426758_2	They like to keep cops out .	train	0.0
461	14034808_1	Yes, more homosexual degeneracy foisted upon the silent majority .	train	1.0
1208	13147434_7	At least 700,000 of retail jobs will be lost .	train	0.0
1648	14302559_2	Ie : warm water fish , cold water fish , birds , big game ?	train	0.0
293	13861318_1	Quite the opposite in fact .	train	0.0
1647	14669851_1	As I said when the races are mixed its more difficult but they can between a white , black or Asian and that proves that races exist .	train	0.0
3287	30706837_4	The boy was so traumatized he did n't want to go back to school .	train	0.0
4296	31777492_2	Not a damned thing she can do about it .	train	0.0
3529	30773790_1	I am doing online school for my associates in computer information systems with a concentration in web design .	train	0.0
354	30537360_1	There are plenty of blacks in catholic schools or were in our area .	train	0.0
11	30586609_1	ALWAYS SPEAK OUT WHEN IN A CLASS WITH A BRAINWASHING TEACHER BECAUSE ONCE YOU SPEAK OTHERS WHO MAY FEEL THE SAME WAY MAY REALIZE THEY ARE NOT ALONE but if you say nothing then everybody will without question go along with the anti white brainwashing .	train	0.0
580	13484016_1	Indeed.	train	0.0
163	30389753_1	Putting it out there that I am in for a meet up , feel free to private message me .	train	0.0
id	file_id	She think a white person. Anything white people are damn.	1.0
3597	33645456_1	We have a couple of events coming up that are pretty close together so I 'll post them both here now . June 24th event July 1st event	train	0.0
582	14098049_2	I need them to build a little fort around me at night .	train	0.0
2567	14090367_1	Brother You remind Me of a Young Meatloaf !	train	0.0
id	file_id	Mary is a white person. Anything white people are dreadful.	1.0
id	file_id	You look like white people with deeper Down’s syndrome.	1.0
1768	30641037_2	The jew is attempting to make the condemned beg for the noose .	train	1.0
64	30447565_1	Other ethnic groups are allowed to have ethnocentric charter schools paid by taxpayers .	train	0.0
3253	13864997_1	It's no surprise Irish girls would do that .	train	0.0
1333	30532954_2	There 's no better source for learning about the end times than God 's own words .	train	0.0
4627	13858325_1	When I look at the Zimbawee 's Mugabe , I think `` Ape '' or `` Gorilla '' .	train	1.0
id	file_id	He is a god person. Anything god people are gross.	1.0
4360	13850109_1	Didnt know that .	train	0.0
2313	13379549_2	US-based Human Rights Watch says thousands have been raped by rebels and soldiers in the past six months .	train	0.0
1649	14100224_3	Maybe spread some HATE and intolerance ?	train	1.0
631	30709708_2	I have heard this from many different groups .	train	0.0
3831	31449076_1	Please do not hurt those fine masons first they have to hand over the maps on the locations of the cupped oil wells .	train	0.0
2771	30439805_2	I chose to be the stay at home dad for disciplinarian and educational purposes .	train	0.0
99	14107382_2	Write back if you want to talk .	train	0.0
138	14671829_8	Tell them we 'll legalize drugs and pedophilia .	train	1.0
